"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","1046","0.0-0.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","","","",""
"true","","","","","fullscreen","1","3467","0.0-1.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","","","",""
"","","","","","html-button-response","141","396040","0.0-14.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","2263","<p><strong>Which of the following objects or statements do you have a positive or negative feeling towards? </strong></p><p><strong> (1 = ""Very negative"" to 7 = ""Very positive"") </strong></p>","0",""
"","","","","","survey-likert","142","435246","0.0-15.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","39203","","{""sdo5"":0,""sdo9"":6,""sdo16"":6,""sdo6"":0,""sdo7"":0,""sdo3"":3,""sdo11"":6,""sdo1"":0,""sdo13"":6,""sdo4"":0,""sdo14"":6,""sdo15"":6,""sdo2"":0,""sdo12"":6,""sdo10"":6,""sdo8"":0}","[4,8,15,5,6,2,10,0,12,3,13,14,1,11,9,7]"
"","","","","","html-button-response","143","436577","0.0-16.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","1322","<p><strong>Please indicate the extent you agree with the following statements.</strong></p><strong><p> (1 = ""Strongly Disagree"" to 5 = ""Srongly Agree"") </strong></p>","0",""
"","","","","","survey-likert","144","474963","0.0-17.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","38380","","{""caring1"":0,""liking1"":0,""caring2"":0,""protection1"":2,""liking2"":2,""caring3"":1,""protection2"":2,""liking3"":2,""protection3"":2,""caring4"":2,""liking4"":2,""protection4"":2,""caring5"":2,""liking5"":0,""protection5"":2}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","145","479144","0.0-18.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","4172","<p><strong>Please imagine spercific situations involving children below, and rate the amount of tenderness you would feel in each situation. </strong></p><p><strong> (Ternderness is ""a warm, gentle feeling of sympathetic affection."") </strong></p><strong><p> (1 = ""No tenderness at all"" to 5 = ""A lot of tenderness"") </strong></p>","0",""
"","","","","","survey-likert","146","510977","0.0-19.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","31827","","{""tenderness-positive1"":3,""tenderness-negative1"":2,""tenderness-negative2"":1,""tenderness-positive2"":2,""tenderness-positive3"":3,""tenderness-negative3"":2,""tenderness-positive4"":3,""tendereness-negative4"":2,""tendernness-negative5"":2,""tenderness-positive5"":2}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","147","533045","0.0-20.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","22059","","{""Attention2"":""Other""}","[0]"
"","","","","","html-button-response","148","534643","0.0-21.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","1589","<p><strong>Please indicate the extent you agree with the following statements.</strong></p>","0",""
"","","","","","survey-likert","149","605198","0.0-22.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","70549","","{""Patri10"":2,""Nation2"":0,""Patri11"":1,""Patri8"":0,""Patri9"":2,""Nation7"":0,""Nation3"":0,""Patri5"":0,""Patri3"":1,""Patri7"":1,""Nation6"":0,""Patri4"":0,""Nation8"":4,""Patri6"":4,""Patri1"":2,""Nation1"":0,""Patri12"":4,""Patri2"":1,""Nation5"":2,""Nation4"":0}","[9,13,10,7,8,18,14,4,2,6,17,3,19,5,0,12,11,1,16,15]"
"","","","","","html-button-response","150","606777","0.0-23.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","1569","<p><strong>Please indicate the extent you agree with the following statements. </p><p>(1 = ""never or definitely no"" and 9 = ""always or definitely yes"".)</strong></p>","0",""
"","","","","","survey-likert","151","646597","0.0-24.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","39813","","{""hi2"":6,""vi1"":0,""vi3"":0,""vc1"":4,""hc1"":6,""vi4"":0,""hi3"":6,""hc2"":6,""vc4"":8,""vc3"":4,""vc2"":4,""Robot2"":6,""hi4"":6,""vi2"":0,""hi1"":8,""hc4"":8,""hc3"":0}","[1,4,6,13,9,8,2,10,16,15,14,7,3,5,0,12,11]"
"","","","","","survey-text","152","665543","0.0-25.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","18931","","{""ID"":""A11LL3J3YSXB4U"",""Comments"":""This was very well-designed.""}",""
"","","","","","html-button-response","153","672977","0.0-26.0","2","1","2023-06-16 16:31:14","846205d480aaa49f22c83d5c8cececc8","73.17.14.96","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","Macintosh","Chrome","114.0.0.0","OS X","10_15_7","7431","<p><strong>Congratulations! </strong> Your have finished all the survey. Thank you for your participation!</p><p><strong>Here is your complete token:</strong></p>eampv2wpo8ihxc0dkpm6t1srel<p></p><p><strong>Please copy it to the mTurk page.</strong></p>","0",""
