subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PCF1,high_PCF1,low_PCF2,high_PCF2,low_PCF3,high_PCF3,low_PCF4,high_PCF4,low_PCF5,high_PCF5,low_PCF6,high_PCF6,low_PCF7,high_PCF7,low_PCF8,high_PCF8,low_PCM1,high_PCM1,low_PCM2,high_PCM2,low_PCM3,high_PCM3,low_PCM4,high_PCM4,low_PCM5,high_PCM5,low_PCM6,high_PCM6,low_PCM7,high_PCM7,low_PCM8,high_PCM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PCF,PCF_low,PCF_high,PCM,PCM_low,PCM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PCF,RT_PCF_low,RT_PCF_high,RT_PCM,RT_PCM_low,RT_PCM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
89,1,30,1,WHITE,White,3,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0.5,0.375,0.625,0.5625,0.625,0.5,0.78125,0.8125,0.75,1,0,597,475,1348,792,480,1236,1218,386,454,779,457,791,4476,578,126,434,536,706,919,251,1131,1132,266,922,146,4219,434,705,418,572,569,177,1027,1461,561,265,849,882,423,598,863,408,312,407,666,644,8035,474,187,1760,844,904,384,453,1066,354,138,805,289,272,440,233,388,203,1144.5,683.875,914.1875,552.375,1085.5,818.9375,1029.5,632.6875,831.0938,GOOD,A2XLIB5Y2QSM8P,19,,46,30,21,35,22,24,23,26
90,0,25,1,USA,White,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0625,0,0.125,0.0625,0.125,0,1,1,1,1,0,1564,640832,1802,2583,2143,1358,3815,1673,1667,101207,1707,2558,4627,1739,2101,2425,2824,3406,1343,3066,39910,2456,8359,1545,2020,2730,1856,2431,1463,5087,123154,1842,2390,370495,6872,1662,1981,1345,1835,1714,1641,1856,1739,1624,2646,2636,1809,1930,1496,1903,2962,1808,1779,1344,2167,6955,3465,1786,2502,1850,4143,2591,2088,1568,2428.25,94296.875,48362.5625,22616.125,2820.375,12718.25,2594.6875,25191.6875,13893.1875,GOOD SURVEY,A16B7ZNV276IJA,27,,46,36,32,33,28,28,29,24
91,1,26,2,USA,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1876,4522,9962,1192,4019,1661,1591,5837,6262,1782,2232,1315,3439,3154,1108,1652,4407,2280,1127,1891,8174,4525,8154,1060,11407,6285,1073,754,7679,7233,5001,762,1258,1526,1467,8756,5092,6976,14537,3378,7728,1746,915,3532,1361,3951,2284,882,1499,1232,1343,1208,1231,3944,1284,1905,962,2048,1366,1429,2228,3048,5741,1094,3811.125,2639.375,3225.25,5877.75,3098.75,4488.25,3143.5,2915.9375,3029.7188,good,A2CES7YUJHWXXW,22,,48,31,25,36,18,19,16,18
92,1,30,1,white,White,6,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.625,0.75,0.5,0.5625,0.625,0.5,0.46875,0.4375,0.5,1,0,2668,292,906,531,818,1049,310,457,410,745,1332,1444,851,552,1148,322,467,878,2998,2360,517,895,623,366,390,1527,550,1290,922,680,882,601,704,876,877,1320,1077,410,4900,1102,1231,1292,264,330,1484,774,1895,975,1255,297,1274,702,1343,928,497,2728,1036,1848,1239,1427,1068,3205,1857,358,1055.375,674,864.6875,918.625,1074.625,996.625,1375.0625,1160.75,1267.9062,GOOD,A1HHSC58C8R2Q0,24,,44,32,20,45,20,27,12,19
93,0,23,2,US,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9375,1,0.875,0.03125,0,0.0625,1,0,1118,1293,1051,1469,721,1727,1300,1324,1824,1514,1014,974,1683,1350,898,1206,1173,739,852,3753,10984,776,834,1253,1547,2030,1231,1164,1077,1336,2166,1092,1234,1330,17763,836,791,1209,2337,1379,2500,1374,1448,1142,1317,811,1348,1405,1341,1580,969,927,1486,755,1252,1014,6655,1237,1292,1308,1117,1255,908,1630,1201.125,1357.125,1279.125,2483,1517.875,2000.4375,2734.875,1199.5,1967.1875,good,A2WPZKRZKY95B7,26,,49,39,34,38,29,27,28,25
94,1,32,1,usa,White,7,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.6875,0.75,0.625,0.6875,0.875,0.5,0.46875,0.3125,0.625,1,0,523,209,431,570,656,522,264,1521,611,902,1829,3279,508,42511,272,1219,324,1296,830,811,735,434,1750,572,167,408,328,311,377,292,726,1853,431,1618999,2869,657,225,132267,4485,3463,1662,458,1415,1587,444,5528,401,1097,355,1233,607,223,513,648,1245,15459,594,217,2041,348,60248,222,1984,908,636.75,6341.625,3489.1875,654.625,747.125,700.875,4969.9375,111457.125,58213.5312,good,A29YXHN06CWTPW,21,,44,29,30,39,27,25,26,25
95,1,24,1,white,White,9,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.875,1,0.875,0.875,0.875,1,1,1,1,0,564,849,731,714,841,619,3866,827,26030,747,777,910,939,907,715,720,939,2203,859,1218,5355,778,971,1806,863,739,713,3707,776,769,867,891,700,849,763,1678,903,852,760,3030,827,777,846,740,733,1059,802,1010,748,872,780,843,1015,774,762,815,3476,850,1307,772,2363,690,1136,859,4307.875,786.625,2547.25,1417.875,1513.875,1465.875,1120.0625,1029.375,1074.7188,good,A38CX8ZBPVP1Q6,21,,46,28,29,37,21,23,27,24
96,1,26,2,USA,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0,0.0625,1,0,1380,772,1724,2798,921,1322,1623,1253,1662,1145,1295,731,1191,764,1954,1315,801,1065,1231,1789,1664,1552,1041,1108,765,1032,1168,3205,1019,904,1640,1395,1087,3233,1048,973,1457,1355,1296,2452,882,1295,1357,1525,1241,1334,1212,2091,1131,2090,1447,944,1555,1104,1324,1246,775,2801,1181,1135,733,1434,1122,1161,1468.75,1262.5,1365.625,1166.125,1506.25,1336.1875,1178,1635.8125,1406.9062,GOOD,A1VMS8Z9EBWBR1,21,,49,33,24,38,21,18,21,19
97,1,25,1,American,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,0.9375,1,1,0,208,258,787,970,1123,3945,1083,633,956,482,194,427,1603,624,6543,949,1386,154,2929,926,4195,400,352,757,193,8248,973,696,783,178,741,850,2378,160,1558,984,180,747,1091,970,295,560,950,353,916,387,328,1146,914,1037,10832,799,146,496,843,585,584,843,677,408,234,248,1155,917,1562.125,1036,1299.0625,1444,1526.125,1485.0625,1442.5625,665,1053.7812,good one survey,A1I3Z24C70SS45,18,,54,36,25,36,24,24,24,27
98,0,26,2,USA,White,8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.875,1,1,1,1,0.9375,0.875,1,1,0,896,475,442,433,464,542,552,659,598,643,1199,1165,8337,431,381,556,875,946,1274,754,1306,532,496,1481,454,2569,978,430,726,1619,720,512,852,551,574,2417,1115,1004,497,1077,1599,1050,1445,616,2110,742,6941,375,556,521,658,665,2764,1119,423,1640,557,2294,690,565,540,8491,5301,551,1608.625,613,1110.8125,853.625,1105.375,979.5,1663.875,1479.875,1571.875,NICE SURVEY.,A1W5SVMFFOJUED,21,,48,31,26,32,24,27,31,27
99,1,25,1,USA,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,198,199,264,146,208,186,147,2700,402,212,64,1617,227,203,219,138,242,129,436,114,282,225,178,1659,306,2066,398,297,154,176,304,89,100,138,148,471,185,349,2216,1669,321,83,91,234,220,235,138,250,74,321,115,183,185,244,193,138,240,265,144,1384,188,265,121,206,216.125,675.125,445.625,287.5,594.375,440.9375,292.4375,402.1875,347.3125,GOOD,A1K426Z2IWW4F1,19,,48,29,28,37,26,26,27,26
100,1,24,1,white,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,1031,886,2691,190188,907,810,1035,1547,811,613,5139,390,675,8671,828,6335,803,752,880,753,900,2425,704,730,853,892,2183,362,702,1001,2810,773,711,1009,682,586,850,2236,912,737,2354,675,833,907,947,4505,930,2994,565,740,1967,816,2314,738,624,538,711,2836,1065,849,1003,682,704,868,1639.625,26180,13909.8125,1229.375,961,1095.1875,1073.25,1357.25,1215.25,good,A3SSZZTJIJLD3Y,20,,44,29,28,33,25,20,27,28
101,1,24,1,WHITE,White,9,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875,0.875,0.75,0.75,0.75,1,1,1,1,0,1524,1220,801,861,868,852,1457,1841,1945,2303,1003,734,1103,1231,834,753,1079,866,905,896,1954,672,931,1124,2392,781,743,1161,2802,1047,3899,1009,48126,869,1034,1204,877,804,2346,705,1435,765,1111,825,1497,1270,725,771,775,840,837,1291,1277,2376,887,1047,968,896,1101,791,1870,752,953,840,1191.875,1224.375,1208.125,1838.125,944.5,1391.3125,4113.6875,1002.875,2558.2812,good,A1AYHO5T4WYT2V,24,,46,36,29,37,28,24,24,28
102,1,32,1,usa,White,7,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0.625,0.625,0.625,0.75,0.875,0.625,0.5625,0.5,0.625,1,0,1154,1565,709,74573,951,1091,9757,386,6745,1130,774,351,52098,2523,576,1060,891,16793,863,1161,721,14081,467,819,2507,288,1101,956,321,932,3537,461,1506,227,803,775,337,3194,470,1513,1219,489,690,707,1802,259,344,541,739,443,1169,1306,578,1092,274,234,4697,891,1424,897,906,849,521,849,9095.5,10334.875,9715.1875,1301,4436.375,2868.6875,1092.4375,891.625,992.0312,good,A3ECPU0FSUCJCM,21,,48,37,24,43,26,28,29,22
103,1,24,1,white,White,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,1,0.875,0.75,0.875,0.625,0.96875,0.9375,1,1,0,867,983,1027,849,996,732,829,890,959,2147,941,2374,848,852,786,751,1219,2592,846,2245,811,1325,1315,812,718,822,1359,1817,47830,888,2004,958,2751,864,866,879,790,1009,790,1889,1626,1850,2410,879,849,878,765,1217,901,983,913,959,1109,2253,1154,930,1105,1943,2310,881,697,1348,1289,1086,906.625,1197.25,1051.9375,7012.75,1432.375,4222.5625,1270.3125,1240.5,1255.4062,good,A31UNWRN3WBLF2,25,,52,37,26,34,24,29,29,26
104,1,32,1,usa,White,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.8125,0.75,0.875,0.6875,0.625,0.75,0.84375,0.8125,0.875,1,0,15915,305,415,26588,1994,1017,1039,382543,880,667,1471,314,755,667,371,41170,624,899,850,1506,809,336,572,673,739,459,1024,1571,296,597,828,972,739,1050,392,1571,752,26488,1029,509,927,1506,952,696,25450,874,883,447,842,1057,634,731,952,74771,468,458,891,945,799,993,1312,1088,909,17594,2855,56658.875,29756.9375,717.75,876.625,797.1875,2370.6875,8173.625,5272.1562,good,A5FXDEPJJ26Q9,26,,47,37,29,33,28,27,25,25
105,1,25,1,USA,White,10,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0.625,0.625,0.625,0.6875,0.5,0.875,0.8125,0.875,0.75,1,0,344,477,119,555,335,869,8585,447,311,645,439,1524,289,1043,814,455,800,1076,476,911,245,1498,1653,911,328,506,541,602,605,713,387,213,949,921,823,1364,249,845,381,569,515,833,1016,590,840,155543,302,806,70001,177,433,724,858,9860,233,511,680,460,665,638,155,510,494,1886,1404.5,751.875,1078.1875,629.375,803.75,716.5625,4912.125,11014.8125,7963.4688,GOOD,A3I50BM6PWDIGB,20,,49,38,36,33,28,28,31,30
106,1,25,1,american,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,203,493,261,115,275,146,117,10787,180,133,194,22850,1151,235,1668,147,168,91,288,251,250,29665,396,226,105,74,163,201,80,530,193,446,578,491,67,116,616,117,14583,226,260,1088,251,3712,8632,355,130,537,536,219,201,474,145,1234,100,8259,194,1481,148,286,294,250,265,162,506.125,4363.25,2434.6875,205.375,3935.5,2070.4375,1687.5,1187.9375,1437.7188,good,A33VXHCFS0E168,19,,64,30,19,36,17,18,10,16
107,1,25,1,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,201,336,168,155,4858,266,163,895,171,208,505,359,244,269,1963,204,184,226,577,9412,154,794,127,762,196,194,3610,171,135,218,182,163,202,12281,108,4317,311,141,12409,201,340,153,40022,243,890,188,219,1130,330,115,179,182,7022,284,201,242,127,1079,361,3713,139,469,1587,115,1034.125,336.5,685.3125,645.625,1492.5,1069.0625,4027.9375,1553.3125,2790.625,GOOD,A3PVJQ6NAJZBYR,21,,50,32,19,42,9,12,15,10
108,1,24,1,American,White,8,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.625,0.5,0.75,0.875,0.75,1,0.875,0.875,0.875,1,0,674,154,112,1167,136,347,320,8826,321,218,1867,321,222,370,224,7453,474,456,268,1416,135,1481,283,4761,2227,362,2075,383,28077,298,393,1186,962,9967,345,312,138,118545,170,100,1961,460,316,347,2137,219,1394,1624,248,226,233,18491,284,190,299,121,498,337,448,225,1020,2215,292,239,484.5,2357,1420.75,4241.5,1292.875,2767.1875,671.5625,9601.125,5136.3438,Good,AMF4NAITQL7Z6,23,,52,35,34,38,28,28,29,29
109,1,30,1,WHITE,White,7,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0.5625,0.5,0.625,0.6875,0.5,0.875,0.65625,0.5625,0.75,1,0,261,1377,1810,894,648,166,272,576,292,1330,594,293,210,540,691,211,554,1298,1261,485,631,655,914,274,225,551,200,431,573,535,697,1007,444,349,592,704,186,286,3470,139,1642,130,370,206,2154,392,145,607,507,207,1136,1132,636,373,522,627,683,171,379,1063,1543,429,1018,719,597.25,673.375,635.3125,631.875,654.5,643.1875,964.1875,470.875,717.5312,GOOD,A38XR4TYZAWC6I,13,,52,29,25,40,23,13,25,21
110,1,24,1,white,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,835,1318,570,1067,910,979,698,673,185970,588,841,776,895,765,777,717,908,714,2866,829,514,739,741,11502,677,766,788,1736,776,726,787,3045,2616,2168,826,853,804,913,387,8077,786,638,762,958,1055,761,908,735,2405,675,965,672,730,375,2514,804,522,884,773,750,770,2142,807,831,23937,860.375,12398.6875,1007.125,2507.125,1757.125,1101.875,1389.75,1245.8125,good,A2LDKQLIOABDRR,23,,49,30,29,39,24,26,27,26
111,1,30,1,WHITE,White,6,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0.5625,0.625,0.5,0.4375,0.375,0.5,0.5,0.5,0.5,1,0,555,506,1514,712,289,213,418,472,967,402,1419,673,303,1398,229,1378,285,576,728,177,568,7262,2496,603,1251,649,904,682,954,9028,265,392,537,540,443,978,1467,417,744,280,12108,768,323,1432,747,420,318,1667,363,1173,228,840,874,3690,249,469,1372,1638,1242,363,563,655,1111,745,711.75,719.25,715.5,931.375,2421.125,1676.25,1418.0625,1004.6875,1211.375,GOOD,ceqs10ptf6hxcymn4o53yf3g,17,,42,25,23,35,25,17,19,28
112,1,25,1,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,274,207,652,2900,225,852,3236,186,377,1018,15104,242,1904,185,143,109963,330,16659,7568,112,308,986,1025,2906,329,278,9820,1369,181,132,379,1115,314,271,433,128,134,779,25731,444,3571,1019,3131,193,2305,1146,28208,319,481,1043,1546,215,243,104,82,269,163,10402,120,852,1417,219,330256,89,2739.375,14444.125,8591.75,2492.5,2944.625,2718.5625,24883.4375,1093.25,12988.3438,GOOD,AWKRYEMLGYX7U,17,,47,33,16,42,12,14,16,13
113,1,23,1,WHITE,White,7,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0.6875,0.75,0.625,0.75,0.5,1,0.6875,0.6875,0.6875,1,0,147,282,159,719,390,269,452,62,196,664,510,335,1921,783,928,628,906,1775,387,945,1042,593,143,284,610,608,693,570,257,369,538,360,378,267,211,659,1689,836,597,240,534,721,336,722,873,661,439,414,3748,224,722,165,161,501,362,393,409,185,395,1088,1127,637,220,825,587.875,467.75,527.8125,572,688,630,762.5625,533.625,648.0938,GOOD,A1EO7HD58BQXC4,23,,44,36,31,37,26,28,28,28
114,1,24,1,American,White,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.9375,0.875,1,0.9375,0.875,1,0.90625,0.8125,1,1,0,1161,1747,994,627,530,619,234,497,572,231,1441,1692,791,653,324,143,274,1068,688,275,553,228,1006,1026,465,330,655,1034,469,995,139,787,131,193,93,1787,763,1444,2033,944,89,1034,79,2360,97448,795,223,1297,1313,1003,121,164,1162,208,1074,2522,1347,1840,606,769,274,3019,903,239,755.875,776.125,766,531.125,717.875,624.5,6728.6875,1226.125,3977.4062,good,A3GXCNV1KSZHCQ,25,,49,33,32,38,29,28,29,28
115,1,32,1,usa,American Indian or Alaska Native,7,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0.75,0.75,0.75,0.5,0.5,0.5,0.71875,0.8125,0.625,1,0,467,617,1081,437,2127,335214,15434,563,379,5896,1291,99815,2246,562,1422,1210,1113,3495,546,601,1593,841,3677,835,491,1272,1663,2495,709,2807,1010,916,1803,1257,1145,718824,347,859,211,441,402,966,62352,907,1202,3025,1498,427,971,1861,1273,1419,1960,921,377,1243,379,435,1023,1490,381,912,364,378,3055.875,55539.25,29297.5625,1350.25,1657.75,1504,4730.5,45960.3125,25345.4062,good,A39CGTZYO2BM6A,24,,46,34,27,43,27,27,27,28
116,1,23,1,American,White,10,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5625,0.25,0.875,0.5625,0.25,0.875,0.9375,0.9375,0.9375,1,0,1834,1605,3002,1865,2769,1865,2958,18376,1749,1818,3836,1352,1988,5108,3627,3011,2484,1543,1928,5078,1935,2229,3555,5052,2374,2386,2264,1991,2112,1721,5740,5417,7715,1929,4464,1575,2529,3217,4295,1590,1561,3084,15065,1182,2654,5595,3165,1478,3477,1472,2967,1390,3738,10311,1316,11953,2808,1189,4395,1686,1283,30764,13128,1531,2720.375,4375,3547.6875,2799,3177.125,2988.0625,4660,4996.625,4828.3125,good experiment,A1G0HYW4RZHAGB,30,,46,37,34,37,29,29,30,28
117,1,28,2,USA,White,7,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0.6875,0.75,0.625,0.9375,1,0.875,0.53125,0.5,0.5625,1,0,934,1537,867,11215,1259,4048,1313,1755,1468,1255,3187,2850,3018,1832,3670,1632,1228,1172,2045,1254,2300,2187,3371,2338,1208,3144,1128,2315,1397,998,1200,24842,1547,833,988,1636,4533,1243,666,1492,1325,1048,1196,1643,6732,1014,1545,3201,32555,5633,1760,2190,1613,2354,2057,1319,1794,2491,1057,1245,1574,2069,1836,3140,1964.5,3265.5,2615,1734.625,4781.25,3257.9375,3923.625,2034.4375,2979.0312,Its interesting survey.,A2TQVIRQ8W27T8,15,,51,34,21,36,23,26,25,21
118,1,30,2,American,White,7,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.6875,0.75,0.625,0.8125,0.875,0.75,0.90625,0.875,0.9375,1,0,1311,14635,2964,1407,1332,1601,1292,941,1371,2023,1074,1273,1019,1229,2409,1676,1673,6724,14714,1863,1486,1843,1534,1618,812,1216,1316,1193,4284,2625,1598,1603,2150,1614,1764,1353,4233,1564,1980,1017,1803,1337,1363,5043,1534,5193,1172,2684,1595,1653,1203,24599,1409,1742,1529,1631,1311,1647,988,1497,1031,1353,2422,2570,1596.5,3098.125,2347.3125,3427.125,2335.625,2881.375,1717.9375,3531.0625,2624.5,No comments,A363PNVPCK4CE3,25,,51,39,25,41,26,24,23,23
